Student_ID,Weekly_Study_Hours,Attendance_Rate,Sleep_Hours,Previous_Scores,Internet_Usage_Time,Parent_Education_Level,Distance_to_School,Stress_Level,Practice_Exams_Passed,Extracurricular_Activities,Exam_Score
11698,25.6,95.91,8.4,83.47,7.7,Lise,8.23,4,14,1.5,71.67
11699,22.2,84.63,8.8,83.82,6.4,Lise,25.85,4,11,12.9,61.62
11700,20.0,81.76,8.4,61.89,8.1,Lise,32.78,2,11,15.9,49.22
11701,21.4,82.58,7.7,89.51,6.8,Lise,22.63,4,11,5.5,67.34
11702,14.8,86.64,8.9,40.16,8.2,Lise,10.57,3,6,6.0,48.07
11703,14.9,86.25,9.0,28.18,8.9,İlkokul,10.87,4,5,7.1,33.82
11704,15.5,93.48,8.9,44.94,9.0,Yok,2.05,2,10,15.3,47.67
11705,26.6,88.18,8.6,65.06,4.5,Ortaokul,5.0,4,12,5.2,68.63
11706,14.9,87.15,8.9,58.61,7.3,Yok,29.91,3,9,1.8,49.26
11707,25.1,94.17,9.0,62.2,7.6,Lise,2.38,4,10,10.0,66.99
11708,14.4,87.36,9.3,34.87,8.3,İlkokul,9.16,1,8,19.3,47.31
11709,23.6,84.08,8.6,49.38,7.1,Üniversite,28.4,3,13,8.7,56.24
11710,23.5,86.74,8.2,74.87,8.2,İlkokul,31.41,5,12,11.2,57.47
11711,27.9,90.6,7.6,83.74,4.2,Lise,18.49,5,12,15.2,67.47
11712,19.2,84.48,8.2,65.06,6.7,İlkokul,28.07,2,7,11.2,48.25
11713,16.2,91.3,8.8,64.53,9.0,İlkokul,15.82,4,6,13.1,50.66
11714,24.4,93.35,8.5,68.87,5.4,Lise,6.82,3,13,17.6,72.84
11715,20.3,90.18,8.3,39.16,7.6,İlkokul,16.23,3,11,7.5,44.73
11716,20.0,87.45,8.2,55.55,5.5,Ortaokul,23.41,4,10,2.2,52.34
11717,20.0,83.91,7.9,70.27,7.1,Ortaokul,37.95,4,10,1.9,47.07
11718,20.9,89.89,8.6,57.55,8.6,İlkokul,3.22,3,11,15.7,62.01
11719,15.6,84.86,8.2,41.02,6.3,Üniversite,20.54,2,9,13.1,43.7
11720,24.8,88.37,8.2,88.45,6.7,Lise,13.49,3,12,11.3,78.0
11721,18.8,85.7,8.6,78.46,8.6,Ortaokul,20.58,4,10,18.6,60.46
11722,22.7,95.46,8.1,54.33,6.4,Üniversite,1.45,3,13,12.5,67.93
11723,23.3,86.62,8.7,61.91,7.5,İlkokul,12.86,4,13,1.0,49.66
11724,20.0,77.55,8.3,90.78,8.1,Üniversite,32.88,4,14,9.4,59.64
11725,3.9,90.99,8.6,29.28,9.0,Yok,22.38,1,1,4.3,26.83
11726,17.5,91.89,7.9,59.67,8.1,Ortaokul,18.3,2,6,12.4,51.84
11727,11.0,88.54,9.4,53.09,9.0,İlkokul,11.78,3,6,3.8,45.13
11728,26.0,92.73,8.8,58.56,7.0,Lise,12.27,4,13,12.9,68.34
11729,17.8,84.63,7.9,73.96,7.7,İlkokul,15.63,4,8,17.7,54.23
11730,21.8,79.92,8.5,56.94,6.3,Lise,33.51,4,12,1.5,50.83
11731,14.2,80.84,8.0,31.5,9.0,İlkokul,38.7,4,7,5.2,33.1
11732,22.4,88.72,7.3,43.62,9.0,Üniversite,17.83,3,8,13.5,51.73
11733,9.8,86.68,10.0,42.35,6.7,Üniversite,16.04,1,6,14.2,38.65
11734,25.8,85.01,8.1,62.5,6.1,Üniversite,33.94,5,13,11.7,52.72
11735,14.3,84.22,8.1,63.51,8.2,Yok,17.36,3,8,2.8,48.65
11736,23.5,91.03,8.0,47.2,6.3,Lise,22.3,5,10,4.9,47.52
11737,27.1,86.36,7.4,75.56,7.5,Üniversite,9.62,5,12,18.1,70.66
11738,18.8,86.38,8.3,61.79,8.4,Yok,29.87,4,11,16.4,43.41
11739,17.6,83.97,8.4,50.04,8.3,Lise,21.51,2,11,19.0,47.81
11740,13.6,86.62,9.0,61.03,9.0,İlkokul,32.46,1,9,8.2,42.35
11741,19.8,83.15,8.6,61.67,7.9,Yok,31.34,3,10,8.8,48.8
11742,21.9,90.1,7.9,57.66,6.8,Ortaokul,8.99,5,8,5.2,50.65
11743,20.0,87.79,8.5,42.52,7.1,Yok,28.77,2,8,10.5,48.13
11744,16.6,82.73,8.9,58.05,8.5,Yok,32.1,3,9,16.6,59.53
11745,28.1,91.3,7.4,89.78,5.5,Lise,14.17,4,12,5.0,66.66
11746,11.6,92.09,8.7,51.48,9.0,İlkokul,7.32,3,7,2.8,41.3
11747,23.3,94.71,8.2,53.55,6.7,Ortaokul,0.6,3,12,15.0,59.95
11748,24.2,84.82,8.1,65.53,5.1,Üniversite,18.31,4,10,13.9,56.81
11749,21.1,93.0,8.1,44.19,8.5,Üniversite,14.42,4,11,16.6,55.38
11750,13.5,90.21,9.4,54.42,9.0,Yok,22.42,1,7,15.0,41.49
11751,11.2,92.81,9.3,54.08,9.0,Lise,7.93,2,6,8.4,48.87
11752,21.7,77.34,9.3,42.68,5.8,Lise,34.46,2,10,3.1,48.84
11753,20.9,87.17,8.2,65.64,8.8,Üniversite,10.68,4,9,14.3,59.23
11754,16.3,90.62,9.1,32.19,9.0,Ortaokul,9.44,2,10,17.6,45.68
11755,13.2,83.32,9.7,50.1,7.6,İlkokul,19.49,2,7,3.1,46.34
11756,15.3,83.86,8.3,37.82,8.6,Ortaokul,20.2,2,6,10.4,43.38
11757,11.8,93.62,8.9,29.34,8.2,İlkokul,9.0,1,4,6.6,37.91
11758,24.4,93.8,8.7,85.35,7.6,Üniversite,11.24,3,12,10.4,71.96
11759,19.9,94.11,8.7,78.39,7.9,İlkokul,7.2,4,11,0.6,66.05
11760,18.2,86.18,8.5,47.42,7.2,Lise,28.88,3,10,7.1,41.07
11761,10.9,81.41,8.4,53.66,8.5,Yok,30.92,1,6,9.7,32.74
11762,17.6,86.65,7.9,39.29,9.0,Yok,18.76,4,7,3.0,45.97
11763,21.9,82.53,8.0,67.15,7.6,Üniversite,28.71,3,9,8.1,60.36
11764,24.3,86.28,8.4,60.01,7.4,Lise,29.57,4,13,3.5,62.34
11765,20.7,89.7,8.0,46.8,9.0,Ortaokul,5.96,2,11,4.3,50.71
11766,27.9,80.2,6.9,74.52,6.7,Lise,38.66,4,11,19.6,70.04
11767,9.5,82.1,8.6,30.96,9.0,Yok,32.93,1,5,12.0,44.37
11768,10.2,86.6,8.7,26.92,8.0,Yok,8.58,1,6,7.8,40.6
11769,24.1,94.04,8.1,78.22,6.2,Lise,7.85,4,13,10.4,70.07
11770,26.0,93.87,7.7,72.63,5.5,Lise,5.46,5,13,7.7,69.6
11771,13.7,90.85,8.9,51.42,8.4,Yok,5.97,2,7,12.0,48.01
11772,21.5,79.17,8.3,57.73,9.0,Ortaokul,30.05,3,8,0.0,49.07
11773,24.1,91.11,7.2,67.36,7.6,Üniversite,19.05,3,12,4.7,62.31
11774,29.1,80.08,8.2,64.04,6.7,Üniversite,31.43,4,11,19.8,71.26
11775,21.6,78.83,8.6,57.61,7.0,Lise,29.98,2,10,2.2,48.78
11776,24.6,86.02,8.1,67.48,6.6,Üniversite,24.38,4,9,1.6,57.2
11777,16.3,86.09,8.4,53.07,7.2,Yok,27.61,3,8,9.9,47.24
11778,22.9,92.73,8.9,62.05,6.5,Yok,1.23,3,10,5.8,62.04
11779,21.8,92.41,7.7,75.12,7.9,Lise,12.82,3,11,10.7,63.18
11780,25.7,85.88,8.4,56.77,9.0,Lise,25.69,4,10,19.2,51.12
11781,18.5,90.68,8.1,58.74,8.6,Lise,0.87,4,10,2.5,53.26
11782,19.1,93.38,9.1,52.55,7.2,Ortaokul,1.8,2,7,8.8,53.23
11783,22.2,85.39,8.5,69.51,6.6,Üniversite,34.15,3,10,15.2,59.58
11784,20.7,85.7,8.8,60.93,6.7,Lise,27.52,4,10,3.2,57.09
11785,17.8,89.33,8.7,76.93,9.0,İlkokul,10.98,3,8,14.2,62.04
11786,21.7,84.12,8.5,66.3,8.3,İlkokul,27.67,4,8,8.0,49.39
11787,16.0,80.68,8.7,73.43,8.5,Yok,31.8,2,7,12.4,58.83
11788,29.0,87.34,7.2,79.0,7.7,Üniversite,12.62,6,11,10.5,60.06
11789,24.3,94.42,8.6,89.4,7.8,Lise,1.92,3,10,9.0,66.74
11790,18.4,75.19,8.4,62.97,5.6,İlkokul,37.34,3,10,9.6,49.79
11791,34.8,85.2,7.3,93.0,4.8,Üniversite,14.13,5,15,2.9,80.18
11792,8.9,97.52,8.5,32.7,9.0,Yok,4.71,1,3,8.7,30.64
11793,13.3,89.36,8.8,34.89,9.0,Ortaokul,19.93,2,9,15.1,50.98
11794,24.8,84.65,8.2,71.85,8.4,Üniversite,30.85,4,13,17.9,54.59
11795,29.0,94.46,8.5,94.09,6.5,Üniversite,9.26,4,13,12.5,82.43
11796,21.7,92.42,8.2,54.97,7.9,Ortaokul,11.14,4,12,16.5,55.43
11797,22.9,91.72,8.0,51.66,6.3,Üniversite,10.09,3,13,10.2,59.09
11798,15.9,83.62,8.4,52.68,8.5,Yok,39.67,3,10,4.3,35.27
11799,11.3,95.41,8.8,59.68,8.9,Yok,8.3,1,5,14.5,51.54
11800,19.6,89.74,9.3,49.33,7.7,Ortaokul,23.23,3,8,14.0,50.06
11801,25.6,84.72,7.4,75.31,7.6,Lise,37.05,5,10,0.1,63.04
11802,23.9,92.66,7.9,81.63,7.3,İlkokul,6.3,4,10,9.6,59.4
11803,24.5,81.12,8.8,85.33,4.2,Lise,38.85,3,12,18.7,73.54
11804,23.4,75.48,8.7,56.04,6.6,Üniversite,5.0,3,9,19.7,46.89
11805,18.7,84.8,9.7,45.97,7.1,İlkokul,35.44,2,11,9.1,49.72
11806,14.6,87.15,9.4,52.43,8.1,Ortaokul,8.97,1,9,14.4,44.31
11807,11.9,88.92,9.2,53.7,8.9,Ortaokul,25.55,3,6,0.4,50.12
11808,9.6,81.59,8.4,33.52,9.0,İlkokul,30.56,2,3,5.4,35.42
11809,14.3,81.74,8.3,65.91,8.1,Yok,39.45,2,9,14.4,54.7
11810,20.5,88.68,8.3,48.09,7.4,İlkokul,7.63,2,9,13.1,51.3
11811,36.4,87.08,6.6,88.39,7.6,Üniversite,30.76,8,18,13.2,77.69
11812,14.6,84.92,9.5,74.98,9.0,Yok,13.88,3,9,13.9,53.31
11813,15.7,96.55,8.0,33.34,8.3,Ortaokul,7.44,1,8,8.6,45.05
11814,19.2,90.73,8.3,82.37,7.5,İlkokul,17.14,3,11,18.8,61.33
11815,26.2,82.62,7.4,75.05,6.6,Lise,31.86,5,13,7.3,61.05
11816,23.8,84.89,8.6,64.62,5.7,Lise,18.86,2,12,18.0,67.15
11817,20.7,81.8,8.4,61.42,9.0,Üniversite,21.73,2,12,1.2,57.44
11818,20.2,79.8,8.4,64.52,6.9,Lise,39.81,3,12,17.0,50.49
11819,15.3,85.92,8.2,45.85,6.6,İlkokul,16.26,1,9,6.1,49.96
11820,23.3,82.81,8.9,62.25,7.0,İlkokul,24.81,2,10,13.2,51.28
11821,16.6,88.32,8.2,41.11,8.0,Lise,14.93,2,6,1.1,50.14
11822,12.1,86.68,8.8,62.16,9.0,İlkokul,16.02,3,7,1.6,41.44
11823,28.5,88.43,7.7,55.14,6.4,Üniversite,27.98,5,13,10.0,61.75
11824,12.7,80.57,9.2,24.97,8.2,Yok,37.55,2,8,9.7,36.8
11825,20.9,83.37,8.2,70.4,6.7,Üniversite,21.92,3,8,8.3,55.63
11826,27.0,82.92,8.6,71.81,5.3,Üniversite,30.85,5,13,6.4,61.91
11827,20.0,89.66,8.4,51.46,6.3,İlkokul,4.02,3,7,8.9,51.59
11828,11.6,88.13,9.9,27.98,9.0,Yok,8.84,1,5,6.3,38.34
11829,26.0,83.23,7.5,77.13,7.3,İlkokul,20.33,5,11,17.4,65.75
11830,23.1,98.18,8.4,65.63,8.2,Ortaokul,1.29,2,13,11.3,72.71
11831,15.4,93.36,8.4,34.36,8.0,İlkokul,10.49,2,7,6.2,50.05
11832,18.2,91.33,8.5,56.1,9.0,İlkokul,20.94,4,10,9.1,52.76
11833,17.8,89.74,7.9,55.35,6.9,İlkokul,1.09,2,9,17.3,55.76
11834,14.6,93.26,9.5,27.32,7.8,Yok,10.95,3,8,8.2,39.05
11835,17.6,88.01,9.3,61.38,7.8,İlkokul,20.8,1,8,8.5,55.29
11836,21.1,87.99,8.9,68.46,7.4,Yok,23.14,5,10,6.8,61.03
11837,25.8,84.78,8.4,77.2,6.1,Lise,37.07,5,11,5.2,66.59
11838,17.9,86.99,9.9,43.16,6.9,Ortaokul,25.99,4,7,9.4,47.38
11839,16.5,92.27,8.8,71.43,5.7,Yok,16.88,3,9,14.7,55.44
11840,20.0,81.16,9.2,54.84,7.6,Lise,37.25,2,10,7.4,49.95
11841,19.7,77.73,8.4,76.06,7.7,Yok,31.5,4,11,4.5,56.4
11842,15.2,89.66,9.1,27.95,7.8,Yok,8.4,3,8,13.2,46.5
11843,21.8,90.66,8.7,58.74,6.6,Ortaokul,5.0,4,10,16.2,59.57
11844,23.1,84.59,7.2,72.84,7.3,Üniversite,27.19,4,11,0.4,62.0
11845,16.6,82.84,8.6,53.62,7.8,Üniversite,22.62,2,10,12.6,54.56
11846,19.9,78.24,8.3,66.43,9.0,Yok,31.69,3,9,18.0,50.22
11847,29.1,78.51,7.7,62.48,6.0,İlkokul,29.68,4,14,1.8,56.67
11848,17.4,88.93,8.2,37.0,7.6,Lise,25.2,4,8,18.0,52.3
11849,16.4,75.42,8.8,61.46,7.6,İlkokul,39.46,1,7,2.4,47.64
11850,20.5,89.12,8.5,55.03,8.2,İlkokul,21.58,3,10,19.9,56.11
11851,8.8,94.04,8.8,34.78,7.7,Yok,4.97,2,5,10.2,36.63
11852,24.8,83.26,8.0,78.77,7.6,Yok,33.22,3,13,14.6,54.46
11853,19.7,89.07,8.3,73.34,8.9,Yok,10.45,2,7,1.3,56.68
11854,12.9,81.54,9.6,40.09,9.0,Yok,5.0,1,9,2.0,40.72
11855,22.4,83.59,8.5,69.76,6.1,Üniversite,38.31,4,12,19.3,63.19
11856,16.7,80.96,8.3,41.41,8.0,Yok,28.02,2,8,19.8,43.94
11857,25.6,85.99,8.4,82.65,5.8,Üniversite,24.04,5,10,5.5,62.25
11858,31.5,92.5,7.5,91.17,7.1,Üniversite,18.69,6,16,6.8,76.01
11859,15.2,89.9,8.8,43.74,8.3,Yok,14.89,2,7,0.2,48.08
11860,27.6,89.06,7.3,76.31,7.9,Ortaokul,14.44,6,11,19.1,67.01
11861,20.0,89.06,8.2,63.41,7.8,Lise,25.64,3,13,18.4,55.1
11862,28.9,86.42,8.2,49.81,5.6,İlkokul,30.18,5,13,2.3,56.13
11863,31.0,79.14,7.4,91.61,6.4,Üniversite,27.3,5,13,7.3,67.39
11864,23.2,87.95,8.9,64.07,6.5,Lise,8.34,2,9,19.3,68.05
11865,18.1,90.66,9.0,57.71,6.8,Ortaokul,20.01,4,8,2.5,50.37
11866,22.3,81.49,7.8,64.98,6.8,İlkokul,31.77,4,11,17.5,61.77
11867,13.9,88.49,9.0,42.37,8.5,İlkokul,19.29,3,9,4.0,43.38
11868,20.6,85.88,7.7,57.86,6.6,Üniversite,21.7,5,10,1.4,50.81
11869,16.4,82.91,8.2,75.26,8.2,Yok,30.96,3,9,2.8,47.77
11870,20.6,88.87,7.5,69.32,6.2,Ortaokul,26.62,5,10,14.2,56.53
11871,36.8,90.18,6.3,85.47,3.7,Üniversite,16.67,7,18,2.7,78.78
11872,19.2,84.4,8.3,46.91,9.0,Ortaokul,35.87,4,10,0.1,39.64
11873,12.4,92.34,8.9,53.91,8.1,Yok,6.92,1,4,15.5,49.86
11874,23.0,75.0,8.3,77.43,7.0,Yok,39.82,2,12,10.0,55.04
11875,24.4,87.97,7.6,57.53,6.7,Üniversite,5.19,3,9,17.6,53.88
11876,17.1,90.12,9.0,32.83,8.5,Yok,1.09,1,6,11.6,38.84
11877,30.3,75.88,7.5,64.1,6.5,Lise,35.66,5,14,0.9,57.12
11878,10.4,95.78,9.3,49.33,9.0,İlkokul,10.18,1,5,0.4,45.33
11879,12.8,80.98,7.4,48.78,8.7,Üniversite,29.32,2,6,15.7,49.21
11880,31.1,84.26,7.5,80.87,6.2,Ortaokul,32.54,4,12,17.8,67.98
11881,23.8,77.57,8.5,90.49,8.2,Lise,34.43,4,13,16.0,65.73
11882,18.9,76.0,7.4,71.27,7.4,Üniversite,39.67,3,8,7.5,51.61
11883,14.9,90.92,8.8,66.61,8.2,Yok,12.11,2,6,13.2,43.47
11884,13.8,83.85,8.5,71.25,8.1,Yok,28.55,1,9,1.6,51.44
11885,13.3,95.33,9.7,62.55,9.0,Yok,5.06,2,7,14.4,51.73
11886,14.4,90.48,8.2,26.43,8.6,Yok,16.57,1,5,5.0,31.02
11887,15.7,76.59,9.8,40.67,8.2,Ortaokul,33.99,1,9,18.7,50.25
11888,20.0,85.1,9.6,39.9,7.6,Lise,15.02,1,8,6.8,46.74
11889,13.4,88.54,9.0,28.54,8.7,İlkokul,23.85,3,5,6.8,29.27
11890,14.9,89.09,8.4,48.83,8.9,Ortaokul,20.4,3,7,5.7,46.22
11891,18.0,88.51,8.3,53.58,8.8,Ortaokul,26.02,4,10,12.7,61.46
11892,14.4,74.54,9.2,41.26,8.1,İlkokul,38.93,2,6,1.9,36.89
11893,17.1,89.85,8.7,31.55,8.6,İlkokul,2.7,2,8,1.1,45.49
11894,20.0,85.21,8.4,53.14,8.9,Yok,23.17,3,9,13.9,42.04
11895,20.8,79.24,8.9,47.03,5.5,Ortaokul,34.59,3,8,18.9,48.37
11896,21.2,84.71,8.3,83.78,7.6,Üniversite,19.51,2,11,14.9,69.61
11897,16.9,96.52,8.8,28.44,7.6,İlkokul,3.6,3,6,5.0,45.18
11898,25.3,81.6,8.5,74.34,7.2,İlkokul,22.64,3,14,7.2,66.47
11899,25.4,89.29,8.4,88.51,6.3,Lise,13.62,5,13,4.1,67.69
11900,23.6,96.43,8.6,79.39,7.9,Üniversite,6.62,2,9,13.7,68.93
11901,22.7,82.41,8.5,80.35,7.6,Üniversite,34.04,2,13,4.7,61.48
11902,20.8,85.54,8.0,79.35,5.8,İlkokul,21.1,3,9,11.4,62.95
11903,17.2,81.53,8.6,35.5,7.3,Yok,37.36,1,10,16.8,43.15
11904,24.9,80.07,8.7,90.7,8.4,Lise,32.34,5,11,10.3,70.32
11905,31.8,80.03,6.8,82.54,7.0,Üniversite,27.87,6,14,11.9,66.97
11906,14.6,92.0,8.3,67.96,7.9,İlkokul,0.7,2,9,19.4,58.08
11907,22.6,86.61,8.5,59.86,7.0,Üniversite,17.4,4,10,6.4,49.11
11908,22.7,91.56,8.1,66.02,6.4,Lise,8.3,4,9,15.9,65.63
11909,24.7,82.86,7.2,71.97,6.2,Lise,36.48,5,9,13.7,53.94
11910,19.6,92.49,8.8,66.12,7.9,Ortaokul,7.4,3,8,2.3,53.43
11911,24.0,92.35,8.3,66.77,8.8,İlkokul,11.8,5,12,19.8,55.86
11912,24.1,82.29,9.4,40.53,6.8,Lise,20.92,5,13,10.0,46.65
11913,18.0,86.57,8.7,51.56,7.9,Ortaokul,10.9,2,9,0.3,53.3
11914,17.3,94.93,9.7,55.87,7.2,Ortaokul,8.79,3,8,14.4,50.82
11915,20.7,82.11,8.8,54.33,7.4,Üniversite,24.16,4,10,2.7,45.1
11916,26.6,91.37,6.9,49.49,7.2,Üniversite,4.01,6,10,5.9,50.24
11917,14.3,89.13,8.9,39.64,9.0,Ortaokul,2.8,2,5,7.0,47.02
11918,18.2,89.29,8.5,60.15,9.0,Üniversite,15.2,3,8,6.2,50.28
11919,17.2,81.19,8.6,63.14,9.0,Lise,28.97,2,9,14.9,50.92
11920,13.8,85.86,8.5,27.46,7.9,Yok,22.41,3,9,15.1,42.48
11921,20.7,92.42,8.7,88.06,6.6,Lise,17.2,3,10,10.6,68.22
11922,20.5,90.39,8.2,74.09,7.5,Ortaokul,22.85,3,9,11.3,59.63
11923,22.2,92.8,8.8,72.2,6.7,Ortaokul,14.94,4,11,6.3,66.55
11924,13.1,82.05,9.5,45.51,8.0,Lise,37.48,2,5,0.5,34.31
11925,26.7,96.34,7.7,73.21,7.1,Üniversite,2.67,5,12,7.0,65.55
11926,24.1,81.88,7.8,69.13,7.8,Üniversite,27.1,5,13,0.2,60.74
11927,16.3,78.56,8.4,86.04,9.0,Ortaokul,35.71,3,8,17.3,61.95
11928,20.1,77.38,8.4,69.12,8.1,İlkokul,32.25,3,10,12.8,61.24
11929,27.3,93.79,8.0,71.67,6.9,Üniversite,7.77,6,14,19.6,63.66
11930,26.2,85.74,7.7,82.79,6.0,Lise,12.19,5,11,3.7,65.84
11931,24.3,82.34,7.8,48.53,8.3,Üniversite,28.82,3,13,13.2,55.51
11932,19.6,93.52,8.6,36.84,8.4,Lise,3.83,2,11,3.8,49.25
11933,24.4,80.29,8.6,69.96,6.6,Ortaokul,32.57,5,9,12.8,59.74
11934,18.0,81.41,8.7,45.41,8.7,Üniversite,28.9,3,8,9.8,54.2
11935,13.8,86.55,8.9,42.35,8.5,Lise,29.32,1,6,13.3,39.39
11936,17.3,90.7,8.7,72.96,9.0,Ortaokul,4.46,3,9,14.5,52.6
11937,12.2,81.21,8.1,42.88,8.3,İlkokul,28.85,2,7,10.5,42.12
11938,31.7,79.08,7.4,70.57,6.0,Lise,27.35,7,12,9.9,61.26
11939,17.6,77.55,8.0,78.46,6.3,İlkokul,33.32,3,7,1.4,55.04
11940,13.7,92.3,8.6,45.41,7.9,İlkokul,2.14,2,8,7.3,47.44
11941,11.5,92.31,8.6,35.94,9.0,Yok,1.41,3,7,6.0,39.17
11942,20.5,84.45,7.9,45.86,9.0,Üniversite,15.23,3,9,12.5,46.45
11943,26.7,87.78,7.4,43.18,7.2,Lise,6.38,4,13,5.5,56.28
11944,6.8,82.71,10.0,31.42,8.7,İlkokul,22.56,1,6,4.6,30.82
11945,20.1,77.63,8.4,28.82,7.3,Yok,5.0,4,10,10.0,45.23
11946,20.0,92.5,9.0,55.76,7.6,Ortaokul,15.96,2,11,16.6,57.5
11947,24.9,78.15,8.4,53.65,6.7,Lise,33.88,5,12,6.6,47.7
11948,19.1,97.26,8.8,66.86,8.5,İlkokul,0.51,3,9,1.7,62.7
11949,31.4,91.5,7.8,87.86,7.6,Üniversite,7.16,4,12,10.0,75.13
11950,13.3,95.27,10.0,67.16,8.4,Yok,1.7,1,8,9.0,62.45
11951,12.2,91.16,9.2,57.19,9.0,İlkokul,13.46,1,7,17.4,47.73
11952,32.2,82.35,6.5,45.63,7.2,Üniversite,36.37,5,12,10.9,53.09
11953,26.7,89.71,7.8,67.04,8.8,İlkokul,4.33,3,13,18.9,62.78
11954,17.2,82.53,8.1,55.96,7.8,Lise,24.45,2,8,9.7,48.79
11955,22.0,87.43,7.5,40.71,6.7,Lise,18.33,4,8,13.3,48.41
11956,30.0,78.33,7.8,82.34,6.7,Lise,37.57,5,11,9.6,61.65
11957,16.0,88.02,7.7,42.6,7.3,Yok,5.34,4,7,6.4,42.52
11958,19.4,92.47,8.5,48.0,7.2,Lise,8.88,2,10,0.5,58.91
11959,36.3,93.82,6.3,87.93,5.4,Üniversite,1.67,5,15,15.9,80.2
11960,23.4,87.61,8.0,77.62,8.4,İlkokul,17.64,4,11,18.1,70.78
11961,14.9,86.05,9.2,50.64,9.0,Ortaokul,11.47,2,7,14.7,51.45
11962,22.4,82.54,7.9,59.51,7.8,Üniversite,34.86,5,8,5.4,50.92
11963,21.5,80.38,7.7,71.88,7.5,Üniversite,24.4,4,9,16.3,59.99
11964,24.0,87.05,7.9,76.34,8.9,Lise,24.76,5,12,12.3,58.5
11965,10.6,90.31,9.5,27.47,9.0,Yok,21.51,1,6,13.7,40.79
11966,21.1,96.44,8.5,60.63,6.5,İlkokul,4.13,3,9,1.3,62.81
11967,21.4,88.51,8.3,76.41,7.6,Yok,18.08,3,8,11.6,61.26
11968,16.9,77.51,8.2,42.42,7.0,İlkokul,39.98,2,10,11.2,41.72
11969,22.1,81.44,8.0,77.99,6.8,İlkokul,33.49,4,8,13.2,60.03
11970,22.6,81.92,8.5,76.26,8.7,Yok,35.79,2,9,15.4,54.69
11971,22.3,81.17,8.1,54.8,7.6,Üniversite,33.02,4,9,8.1,45.31
11972,9.8,89.78,9.3,69.48,8.9,İlkokul,4.57,1,7,3.1,50.23
11973,21.0,87.82,8.1,37.13,7.7,Yok,9.48,5,11,18.5,42.34
11974,15.6,92.49,8.2,68.57,8.1,İlkokul,0.62,1,6,15.5,53.91
11975,25.2,85.48,9.0,75.86,4.9,Ortaokul,12.49,4,10,10.8,66.46
11976,21.7,92.18,8.7,53.6,8.1,Üniversite,4.79,2,12,7.1,63.56
11977,29.9,92.25,7.7,75.37,7.1,Lise,19.18,4,14,19.7,68.09
11978,16.1,86.19,8.6,72.67,8.3,İlkokul,27.25,3,6,1.9,46.14
11979,15.9,82.7,9.4,51.72,7.4,Ortaokul,35.04,3,6,18.7,49.47
11980,17.8,82.49,8.2,45.22,9.0,Lise,30.09,4,8,8.1,44.55
11981,21.4,75.92,8.6,41.06,7.0,Lise,37.57,3,9,1.9,44.84
11982,18.8,90.57,8.5,59.65,6.9,İlkokul,2.63,4,9,7.6,48.01
11983,20.9,97.29,8.2,77.8,7.6,Yok,0.98,3,9,15.0,68.0
11984,20.5,84.16,8.2,73.26,8.3,İlkokul,26.62,3,11,8.5,48.31
11985,23.1,88.64,8.8,55.97,7.7,Ortaokul,11.93,5,11,9.9,56.26
11986,26.6,85.92,6.9,65.51,7.4,Lise,10.51,6,11,16.5,65.52
11987,21.6,94.26,8.4,43.37,8.6,İlkokul,13.57,3,12,12.3,53.09
11988,13.3,90.9,9.4,32.97,8.7,Yok,11.16,1,6,13.4,40.31
11989,18.5,81.84,8.5,54.51,9.0,İlkokul,20.7,2,8,3.1,42.91
11990,31.9,83.07,7.3,65.49,6.7,Üniversite,17.89,5,13,5.0,61.56
11991,19.7,88.4,8.4,52.71,7.6,Yok,20.74,4,7,8.2,57.7
11992,20.0,89.17,8.2,84.4,6.5,Ortaokul,27.07,3,14,2.2,65.06
11993,17.8,87.82,9.2,69.21,9.0,Lise,15.79,3,9,5.6,55.95
11994,20.0,87.16,9.3,61.32,9.0,İlkokul,10.43,1,4,16.7,43.89
11995,14.1,93.93,9.0,31.04,8.0,Yok,7.06,3,9,0.4,39.95
11996,31.8,84.94,7.5,94.81,5.7,Üniversite,14.3,5,14,1.0,67.58
11997,14.1,84.75,8.0,66.51,7.3,Yok,29.8,4,6,13.7,47.73
11998,29.7,81.74,6.8,88.25,8.1,Üniversite,30.39,6,11,7.7,63.97
11999,15.6,82.04,9.3,54.79,8.6,Ortaokul,26.84,2,8,15.5,52.82
12000,24.8,92.65,8.2,63.62,8.5,Lise,9.74,3,10,18.6,58.41
12001,22.5,86.99,8.6,60.71,9.0,Ortaokul,23.73,4,9,5.3,51.4
12002,17.2,86.08,9.0,38.68,9.0,İlkokul,23.04,1,8,0.7,46.1
12003,17.6,83.8,8.9,61.92,7.5,Yok,19.63,4,9,9.1,50.46
12004,27.3,90.1,8.3,89.66,9.0,Üniversite,22.22,3,10,19.3,68.71
12005,21.5,85.71,7.9,49.0,8.2,Üniversite,19.93,5,8,10.9,49.11
12006,15.9,84.09,9.0,28.75,6.9,Yok,22.84,2,8,7.5,36.35
12007,18.3,82.92,8.8,64.6,8.1,Yok,28.76,2,10,11.0,50.61
12008,17.4,88.71,9.3,43.03,8.0,İlkokul,4.83,2,7,3.3,46.87
12009,21.3,81.94,6.5,66.31,7.6,Ortaokul,30.11,5,10,15.0,49.09
12010,29.3,91.31,8.8,78.27,6.8,Üniversite,5.87,4,11,13.6,65.89
