Attendance_Rate,Sleep_Hours,Previous_Scores,Internet_Usage_Time,Distance_to_School,Stress_Level,Practice_Exams_Passed,Exam_Score,total_study_load,attendance_to_study_ratio,stress_x_study,prev_efficiency,PE_Ortaokul,PE_Yok,PE_Üniversite,PE_İlkokul
94.32,8.4,59.7,8.4,12.77,2,9,51.23,29.2,4.449056603773585,40.4,2.816037735849057,False,False,False,True
91.64,8.8,50.63,8.8,18.71,2,8,41.79,18.6,7.9,21.2,4.364655172413793,False,True,False,False
85.33,8.5,70.53,7.8,5.0,3,10,56.93,35.2,3.2568702290076335,75.6,2.6919847328244275,False,True,False,False
89.9,9.2,63.45,7.4,21.89,2,7,48.42,25.5,4.610256410256411,37.0,3.253846153846154,False,False,False,True
81.69,9.3,76.07,6.3,33.82,3,10,55.93,29.9,3.9086124401913875,59.699999999999996,3.639712918660287,True,False,False,False
81.68,7.5,83.25,7.0,30.59,3,12,57.46,36.9,3.153667953667954,74.69999999999999,3.2142857142857144,False,False,True,False
91.96,8.4,50.51,7.4,2.8,3,13,67.12,41.1,3.160137457044673,84.30000000000001,1.73573883161512,False,False,True,False
78.56,9.2,59.76,8.3,39.94,1,6,44.66,18.7,5.734306569343066,12.7,4.362043795620438,False,True,False,False
84.12,8.6,34.98,9.0,30.22,1,7,35.96,20.4,5.841666666666667,13.4,2.4291666666666663,False,True,False,False
84.85,8.7,64.08,8.4,34.62,5,11,58.47,35.1,3.380478087649402,120.5,2.5529880478087645,True,False,False,False
87.04,7.5,73.26,8.0,26.22,4,10,61.95,36.2,3.2,104.8,2.693382352941177,False,False,False,False
82.08,8.2,82.85,8.2,34.32,4,8,51.26,28.0,3.9085714285714284,80.0,3.945238095238095,False,False,False,True
88.78,9.3,25.68,7.0,4.94,1,6,42.73,20.2,5.840789473684211,14.2,1.6894736842105265,False,True,False,False
92.28,7.9,45.02,7.6,14.24,2,12,55.85,34.4,3.943589743589744,44.8,1.9239316239316242,False,False,True,False
81.82,9.4,36.24,9.0,35.12,2,6,40.35,15.6,7.718867924528301,19.2,3.418867924528302,True,False,False,False
89.29,8.0,49.91,8.2,8.47,2,11,50.29,32.4,3.986160714285715,42.8,2.228125,False,False,False,True
91.51,8.5,77.19,7.6,3.59,3,8,56.14,28.1,4.336966824644549,60.300000000000004,3.658293838862559,True,False,False,False
77.69,8.6,74.42,7.9,31.63,2,7,56.38,26.5,3.7897560975609754,39.0,3.6302439024390245,False,False,False,True
84.69,7.9,68.53,7.4,33.5,4,12,53.45,32.5,3.93906976744186,82.0,3.1874418604651162,False,False,False,True
97.06,8.8,73.33,8.2,6.92,4,10,56.08,25.9,5.74319526627219,63.6,4.33905325443787,False,True,False,False
83.08,8.0,49.76,7.8,34.25,5,10,48.81,30.0,3.9561904761904763,100.0,2.3695238095238094,True,False,False,False
87.45,8.6,36.85,9.0,27.63,2,7,36.19,19.1,6.675572519083969,24.2,2.812977099236641,True,False,False,False
86.1,7.9,43.2,7.8,21.04,3,11,47.92,30.2,4.262376237623762,57.599999999999994,2.1386138613861387,False,False,True,False
77.69,6.8,86.87,6.1,33.29,4,14,67.83,46.9,2.291740412979351,131.6,2.5625368731563425,False,False,True,False
86.29,8.4,64.17,7.8,17.06,3,8,48.3,24.7,4.875141242937854,50.099999999999994,3.6254237288135593,False,True,False,False
95.38,9.3,62.42,8.8,8.16,3,6,54.68,18.1,7.280916030534351,36.3,4.764885496183206,False,True,False,False
94.14,7.6,54.68,5.4,11.75,4,11,55.15,32.5,4.184,86.0,2.430222222222222,False,False,False,False
82.7,8.0,60.89,7.8,20.45,5,13,53.6,38.7,3.0973782771535583,128.5,2.2805243445692884,False,False,True,False
86.53,8.4,80.7,8.0,21.49,3,8,60.04,22.8,5.476582278481012,44.400000000000006,5.1075949367088604,False,False,False,True
77.84,8.4,35.51,6.5,32.32,4,9,41.19,31.9,3.2569037656903768,91.6,1.485774058577406,True,False,False,False
79.93,7.8,66.56,8.5,31.76,5,12,54.29,36.1,3.1844621513944222,120.5,2.651792828685259,False,True,False,False
80.68,8.6,49.03,7.5,23.46,2,7,49.42,25.8,4.074747474747475,37.6,2.4762626262626264,True,False,False,False
78.75,8.2,34.15,7.1,31.34,3,10,42.5,25.3,4.831288343558282,45.900000000000006,2.095092024539877,True,False,False,False
92.63,7.4,76.84,7.8,8.08,3,10,59.68,34.6,3.618359375,73.80000000000001,3.0015625,False,False,False,False
91.43,8.0,58.2,6.2,2.48,5,11,60.8,38.3,3.230742049469965,136.5,2.056537102473498,False,False,True,False
81.28,9.6,63.72,7.4,35.01,1,9,43.46,27.4,4.189690721649485,18.4,3.284536082474227,False,True,False,False
96.28,8.5,70.92,8.1,3.48,5,11,65.59,33.6,4.079661016949152,113.0,3.0050847457627117,True,False,False,False
93.49,7.7,53.41,7.6,10.24,4,10,55.17,30.5,4.348372093023255,82.0,2.4841860465116277,False,True,False,False
84.84,7.5,70.76,5.8,27.97,5,10,62.09,34.1,3.3800796812749003,120.5,2.8191235059760955,False,False,False,True
92.22,8.8,67.96,7.6,16.67,2,9,58.45,28.4,4.520588235294118,38.8,3.3313725490196076,False,False,False,False
84.18,8.8,43.77,7.6,35.11,4,7,45.55,26.1,4.188059701492537,76.4,2.1776119402985072,False,False,False,True
90.09,8.3,64.38,7.0,12.27,4,10,54.04,31.3,4.039910313901346,85.2,2.886995515695067,False,True,False,False
90.07,8.6,56.4,7.2,0.97,3,10,47.47,26.6,5.117613636363636,49.800000000000004,3.204545454545454,False,True,False,False
89.27,8.4,40.7,8.2,12.38,5,11,54.17,34.5,3.643673469387755,117.5,1.6612244897959185,False,False,True,False
86.58,7.7,81.59,6.3,23.33,2,8,57.06,30.0,3.7643478260869565,44.0,3.5473913043478262,True,False,False,False
91.43,9.3,62.01,8.7,15.35,3,7,43.4,22.5,5.541212121212122,46.5,3.758181818181818,True,False,False,False
89.39,7.9,75.77,6.4,21.63,5,12,70.14,39.9,3.0930795847750865,139.5,2.6217993079584776,False,False,False,True
79.37,8.0,84.55,6.0,35.13,2,9,58.5,29.3,3.726291079812207,40.6,3.969483568075117,False,False,False,False
76.9,7.9,56.47,6.0,36.54,5,10,53.82,36.2,2.8272058823529416,131.0,2.0761029411764707,True,False,False,False
91.61,9.7,67.92,5.7,11.01,4,10,62.23,34.9,3.5370656370656373,99.6,2.6223938223938226,False,False,True,False
86.99,8.1,50.87,6.6,18.75,2,11,58.73,32.6,3.849115044247787,43.2,2.250884955752212,False,False,False,True
84.06,8.9,52.72,7.0,22.19,3,8,42.47,25.0,4.67,51.0,2.928888888888889,False,False,False,True
84.22,8.4,89.23,5.8,37.99,4,12,75.09,44.1,2.5444108761329303,128.4,2.6957703927492447,False,False,True,False
80.51,8.0,79.35,7.8,39.95,5,12,60.61,38.7,2.906498194945849,133.5,2.8646209386281587,False,False,False,False
88.78,8.2,46.96,6.8,9.8,4,11,53.27,30.4,4.351960784313726,77.6,2.3019607843137257,False,False,True,False
81.47,7.7,69.57,6.0,29.22,3,11,59.35,35.0,3.2588,72.0,2.7828,False,False,False,False
93.29,7.6,94.77,6.0,15.43,5,11,72.42,39.6,3.1516891891891894,143.0,3.2016891891891888,False,False,True,False
97.29,7.6,72.76,6.3,0.82,4,14,74.18,42.5,3.2979661016949153,114.0,2.466440677966102,False,False,True,False
92.85,9.2,67.22,7.1,0.87,3,10,55.59,27.6,4.991935483870967,52.800000000000004,3.6139784946236557,False,True,False,False
89.81,9.1,70.3,6.2,18.69,3,9,55.7,29.7,4.138709677419355,62.099999999999994,3.23963133640553,False,False,False,True
83.94,9.3,59.27,8.4,19.79,2,10,53.57,29.8,4.035576923076923,39.6,2.8495192307692307,False,False,True,False
99.15,8.3,60.45,8.3,1.39,2,11,52.29,30.0,4.9575000000000005,38.0,3.0225,False,False,True,False
87.04,8.8,71.82,7.3,27.63,4,12,57.16,34.1,3.767965367965368,88.4,3.1090909090909085,True,False,False,False
92.34,8.7,55.5,9.0,12.11,2,9,51.73,27.1,4.834554973821989,36.2,2.9057591623036645,False,False,False,True
81.7,8.2,63.38,9.0,22.62,2,10,52.69,26.3,4.722543352601156,32.6,3.6635838150289017,True,False,False,False
87.08,7.5,67.21,8.8,12.39,2,8,54.26,29.4,3.8875,42.8,3.0004464285714283,False,False,False,True
88.32,7.9,74.77,4.9,7.1,3,10,57.93,34.7,3.436575875486381,74.1,2.909338521400778,True,False,False,False
88.96,8.0,54.93,7.4,16.58,2,13,58.32,36.9,3.5726907630522087,47.8,2.2060240963855424,False,False,True,False
87.9,8.4,48.07,6.5,9.67,3,9,53.55,31.3,3.772532188841202,66.9,2.063090128755365,False,False,True,False
82.82,10.0,40.05,8.7,21.62,1,4,31.09,11.9,9.305617977528089,7.9,4.499999999999999,False,True,False,False
92.66,9.6,59.91,6.6,8.35,1,7,54.64,21.9,5.827672955974842,14.9,3.7679245283018865,True,False,False,False
81.82,8.1,54.82,7.5,20.58,3,9,54.62,31.8,3.43781512605042,68.4,2.303361344537815,False,False,False,False
88.8,9.8,55.26,9.0,6.72,1,6,47.96,18.0,6.8307692307692305,12.0,4.25076923076923,False,True,False,False
79.46,9.2,34.94,8.3,27.0,2,9,39.45,22.2,5.595774647887324,26.4,2.46056338028169,True,False,False,False
79.22,7.3,60.04,7.6,30.28,4,12,53.58,33.1,3.5846153846153843,84.4,2.7167420814479635,True,False,False,False
90.29,7.2,44.24,7.7,4.86,4,9,50.79,30.8,3.9600877192982455,87.2,1.9403508771929825,False,True,False,False
82.97,8.3,69.41,7.9,18.98,4,12,67.22,35.8,3.345564516129032,95.2,2.7987903225806448,False,False,True,False
94.48,7.7,55.24,7.6,3.3,4,11,69.11,38.5,3.315087719298246,110.0,1.9382456140350879,True,False,False,False
82.52,7.7,55.63,7.7,24.13,4,9,52.38,32.0,3.438333333333333,92.0,2.3179166666666666,False,False,True,False
93.49,8.6,73.73,7.6,10.94,4,11,50.99,31.3,4.389201877934272,81.2,3.4615023474178406,False,True,False,False
84.14,9.0,50.16,8.5,21.34,4,13,63.89,39.4,3.0708029197080293,105.6,1.8306569343065693,False,False,True,False
83.77,8.2,65.48,5.8,20.94,2,12,57.38,35.0,3.4904166666666665,46.0,2.7283333333333335,False,False,False,True
78.03,7.6,86.86,8.4,37.01,5,14,66.2,41.4,2.7475352112676057,137.0,3.0584507042253524,False,False,False,False
82.63,8.1,61.63,7.4,22.19,3,7,53.64,26.3,4.0704433497536945,57.900000000000006,3.035960591133005,True,False,False,False
86.46,7.1,84.2,7.6,23.53,5,15,70.32,43.9,2.891638795986622,144.5,2.816053511705686,False,False,False,False
88.01,8.5,46.87,8.1,16.37,4,10,50.19,33.7,3.5631578947368423,94.8,1.897570850202429,False,False,True,False
84.7,8.3,59.16,7.6,37.99,3,8,47.69,26.1,4.43455497382199,54.300000000000004,3.097382198952879,True,False,False,False
86.06,7.5,65.14,4.6,31.2,4,13,55.21,43.4,2.7407643312101913,121.6,2.0745222929936307,False,False,True,False
88.85,8.4,28.45,8.3,11.77,2,7,34.44,22.1,5.51863354037267,30.2,1.7670807453416146,False,False,False,True
80.84,9.9,48.38,7.6,33.85,2,8,38.05,19.3,6.572357723577236,22.6,3.933333333333333,False,True,False,False
90.99,8.1,52.3,8.2,17.58,3,9,49.62,24.4,5.548170731707318,46.2,3.1890243902439024,True,False,False,False
84.27,8.4,64.84,6.2,33.23,3,10,62.71,36.6,3.053260869565217,79.80000000000001,2.3492753623188407,False,False,False,True
83.36,8.4,79.61,6.1,33.0,4,9,53.76,28.0,4.168,76.0,3.9805,False,False,False,True
89.65,8.1,36.72,6.6,7.96,5,9,49.61,28.5,4.373170731707317,97.5,1.791219512195122,True,False,False,False
82.62,8.3,58.01,7.5,28.2,5,11,54.18,36.2,3.153435114503817,126.0,2.2141221374045803,False,False,True,False
94.51,8.3,52.42,8.0,11.98,3,11,54.13,30.7,4.5657004830917876,59.099999999999994,2.5323671497584543,False,False,False,True
87.5,8.0,61.04,5.3,12.25,5,12,64.79,41.8,2.840909090909091,149.0,1.9818181818181817,False,False,False,False
92.49,7.6,70.61,6.6,5.0,4,13,65.28,33.0,4.404285714285714,80.0,3.3623809523809522,False,False,False,True
81.62,7.9,64.39,6.9,29.16,5,14,59.06,42.0,2.8144827586206898,140.0,2.220344827586207,False,False,True,False
94.94,8.4,41.49,7.8,9.58,4,8,51.5,28.4,4.436448598130841,81.6,1.9387850467289722,False,False,True,False
89.81,8.5,75.06,8.1,0.54,2,9,63.52,30.6,3.9738938053097344,43.2,3.321238938053097,False,False,False,False
87.7,6.4,76.67,6.6,28.75,6,12,68.11,42.2,2.810897435897436,181.2,2.457371794871795,False,False,False,True
89.68,7.6,68.26,7.6,7.26,5,13,61.34,38.1,3.436015325670498,125.5,2.6153256704980845,False,False,True,False
92.74,8.7,63.96,7.5,4.63,3,10,54.99,30.2,4.374528301886793,60.599999999999994,3.016981132075472,True,False,False,False
95.19,9.8,32.96,8.9,9.88,1,6,43.37,19.1,6.751063829787234,13.1,2.3375886524822698,False,True,False,False
93.53,9.5,36.14,9.0,15.51,2,7,39.61,20.2,6.586619718309859,26.4,2.5450704225352117,False,True,False,False
88.65,8.7,36.93,9.0,19.3,2,7,40.12,25.9,4.4547738693467345,37.8,1.8557788944723619,False,True,False,False
91.07,8.1,51.69,7.8,2.26,4,7,52.03,25.9,4.576381909547739,75.6,2.59748743718593,False,False,False,True
84.05,8.5,87.05,6.3,38.84,3,10,66.49,30.0,4.002380952380952,60.0,4.145238095238095,False,False,False,False
81.44,8.5,68.7,8.6,28.78,3,12,61.78,34.7,3.4362869198312236,68.1,2.89873417721519,False,False,True,False
88.14,9.5,42.57,5.6,13.27,3,6,53.26,23.4,4.790217391304348,52.199999999999996,2.3135869565217395,True,False,False,False
92.11,7.8,46.63,7.6,13.09,4,12,54.23,34.1,3.987445887445887,88.4,2.0186147186147188,True,False,False,False
91.94,9.0,49.12,9.0,18.22,1,4,42.96,14.3,8.136283185840707,10.3,4.3469026548672565,False,False,False,True
80.75,9.6,58.28,7.9,25.24,3,7,53.29,24.7,4.318181818181818,53.099999999999994,3.116577540106952,False,True,False,False
94.48,8.3,52.2,8.0,6.28,4,11,51.22,31.0,4.499047619047619,80.0,2.4857142857142858,False,False,False,True
95.7,8.2,57.58,5.7,7.96,3,10,65.95,35.2,3.652671755725191,75.6,2.197709923664122,False,False,False,False
79.41,7.7,67.06,6.2,34.45,5,12,59.88,34.7,3.350632911392405,113.5,2.829535864978903,False,False,False,False
93.58,7.7,53.3,5.5,10.62,4,14,66.16,41.2,3.318439716312057,108.8,1.8900709219858156,False,False,True,False
89.04,8.7,44.34,6.6,15.52,4,7,41.42,25.4,4.589690721649485,73.6,2.2855670103092787,False,False,True,False
85.53,8.0,37.34,6.6,34.92,3,12,48.62,34.4,3.6551282051282055,67.19999999999999,1.595726495726496,False,False,False,False
79.39,8.5,49.82,7.4,26.69,3,8,44.34,28.2,3.7448113207547173,60.599999999999994,2.35,False,False,False,False
89.92,8.6,41.04,8.7,14.0,3,7,53.35,26.3,4.4295566502463055,57.900000000000006,2.0216748768472907,False,False,False,False
79.01,8.7,46.5,9.0,27.51,4,7,38.53,23.1,4.62046783625731,64.4,2.7192982456140347,False,False,False,True
95.63,7.4,78.51,5.9,1.28,4,10,63.62,37.4,3.3672535211267607,109.6,2.7644366197183103,False,False,False,False
84.7,9.0,71.4,7.8,29.56,2,7,48.0,24.3,4.628415300546448,34.6,3.9016393442622954,True,False,False,False
82.96,8.6,57.6,7.8,19.74,4,7,46.51,26.2,4.106930693069307,76.8,2.851485148514852,False,True,False,False
83.66,7.4,82.89,5.6,32.62,4,14,71.59,42.9,2.797993311036789,115.6,2.7722408026755856,False,False,False,False
80.4,8.7,39.51,8.1,38.21,3,6,43.71,17.7,6.330708661417324,35.099999999999994,3.1110236220472443,False,True,False,False
84.39,7.8,76.68,9.0,37.07,2,9,53.26,29.5,3.9251162790697673,41.0,3.566511627906977,False,False,False,True
75.88,9.8,45.96,9.0,36.42,1,6,34.71,16.5,6.598260869565217,10.5,3.996521739130435,False,True,False,False
90.86,8.7,50.05,9.0,20.73,2,6,48.64,17.9,7.043410852713178,23.8,3.87984496124031,False,False,False,True
86.4,8.0,54.29,8.2,14.73,3,10,59.45,29.9,4.133971291866029,59.699999999999996,2.5976076555023924,True,False,False,False
87.07,8.3,33.4,9.0,18.87,3,8,32.56,22.8,5.510759493670886,44.400000000000006,2.113924050632911,False,False,False,True
88.29,7.4,81.65,8.0,27.75,4,10,55.46,29.9,4.224401913875599,79.6,3.906698564593302,False,False,False,True
85.82,9.7,47.62,9.0,35.42,2,8,48.18,25.1,4.741436464088397,34.2,2.6309392265193368,False,False,True,False
87.17,8.2,54.75,4.3,8.68,3,9,58.39,32.0,3.6320833333333336,69.0,2.28125,False,False,False,False
77.87,8.0,53.56,6.6,36.77,2,11,58.93,30.6,3.780097087378641,39.2,2.6,False,False,False,False
80.06,8.8,36.11,6.9,32.7,2,8,36.56,21.4,5.559722222222223,26.8,2.5076388888888888,True,False,False,False
79.95,7.6,40.37,6.7,39.16,3,9,42.6,31.2,3.4461206896551726,66.6,1.7400862068965517,True,False,False,False
83.51,8.9,38.47,8.3,35.27,2,5,36.15,19.9,5.2522012578616355,29.8,2.419496855345912,False,False,False,False
88.58,7.9,56.08,6.8,11.56,6,13,62.79,38.7,3.317602996254682,154.2,2.100374531835206,False,False,True,False
92.04,9.0,83.67,6.8,4.69,2,10,64.81,29.6,4.467961165048544,39.2,4.061650485436893,False,False,False,False
90.76,8.2,58.67,7.6,4.93,4,10,59.61,28.1,4.7518324607329845,72.4,3.0717277486910994,False,False,True,False
91.54,8.7,38.8,8.1,12.0,4,11,49.48,29.8,4.623232323232323,75.2,1.9595959595959593,True,False,False,False
80.23,8.8,59.51,8.8,24.76,3,5,41.21,19.6,5.142948717948718,43.8,3.8147435897435895,False,True,False,False
86.42,8.0,86.81,8.4,32.27,2,10,65.3,29.3,4.257142857142857,38.6,4.276354679802956,True,False,False,False
84.79,8.5,44.78,6.8,36.02,4,8,53.32,29.5,3.768444444444445,86.0,1.9902222222222223,True,False,False,False
80.78,8.6,43.38,9.0,25.14,2,6,47.17,23.0,4.487777777777778,34.0,2.41,False,False,False,True
93.23,9.5,81.45,8.4,0.72,1,7,52.03,19.7,6.8051094890510955,12.7,5.945255474452555,False,False,False,True
93.59,8.7,37.83,8.5,7.86,4,7,47.69,25.5,4.79948717948718,74.0,1.94,False,False,False,True
90.6,8.7,56.12,7.8,4.44,2,9,44.59,22.2,6.380281690140845,26.4,3.952112676056338,False,False,False,True
89.53,9.2,53.18,9.0,14.85,3,10,47.98,26.1,5.235672514619883,48.300000000000004,3.109941520467836,False,False,True,False
91.67,8.3,87.28,7.8,5.0,3,13,67.36,35.8,3.8516806722689076,68.4,3.6672268907563024,False,False,False,False
92.6,8.3,77.98,7.9,2.21,3,11,61.32,29.5,4.748717948717949,55.5,3.998974358974359,False,True,False,False
91.86,8.6,76.81,6.0,14.26,4,12,66.66,34.8,3.8596638655462185,91.2,3.227310924369748,True,False,False,False
95.82,9.1,57.31,9.0,7.58,4,6,48.5,23.1,5.293922651933701,68.4,3.1662983425414364,False,False,True,False
87.32,8.9,46.19,7.9,26.06,1,5,42.64,13.3,9.389247311827955,8.3,4.966666666666666,False,True,False,False
87.7,8.0,53.33,9.0,18.84,3,10,57.51,30.0,4.1761904761904765,60.0,2.5395238095238093,False,False,True,False
91.48,8.0,88.99,7.7,20.07,3,11,69.67,36.6,3.439097744360902,76.80000000000001,3.345488721804511,False,False,True,False
84.21,7.7,82.3,5.5,17.39,3,13,75.13,39.4,3.0733576642335767,79.19999999999999,3.0036496350364965,True,False,False,False
79.1,8.2,59.04,7.8,38.26,3,11,52.25,31.2,3.731132075471698,60.599999999999994,2.7849056603773588,False,False,False,False
93.48,7.9,64.11,7.6,8.98,2,11,49.66,32.6,4.136283185840708,43.2,2.836725663716814,False,False,False,True
84.77,8.2,45.11,7.1,20.91,4,12,48.37,36.1,3.377290836653386,96.4,1.797211155378486,False,False,False,False
80.13,8.4,55.92,7.0,29.57,2,10,52.01,31.6,3.5455752212389378,43.2,2.4743362831858406,True,False,False,False
84.86,8.6,66.73,9.0,22.5,1,7,49.25,15.7,8.748453608247424,8.7,6.87938144329897,True,False,False,False
83.1,8.4,53.2,7.1,37.2,2,7,45.17,24.8,4.420212765957446,35.6,2.8297872340425534,True,False,False,False
92.73,8.7,43.67,9.0,15.43,3,9,42.74,21.9,6.671223021582734,38.7,3.141726618705036,False,True,False,False
83.87,8.7,36.05,7.0,18.82,2,9,55.45,27.2,4.3682291666666675,36.4,1.8776041666666665,False,False,False,False
96.05,8.9,80.24,8.4,4.0,1,8,62.91,24.7,5.426553672316384,16.7,4.533333333333333,False,False,False,False
89.98,8.3,88.91,8.2,24.56,5,13,72.66,38.3,3.4212927756653992,126.5,3.380608365019011,False,False,True,False
88.82,7.9,93.32,7.2,11.88,4,12,64.27,35.5,3.625306122448979,94.0,3.8089795918367346,False,False,True,False
95.74,8.4,79.56,8.5,6.83,5,9,55.62,32.2,3.956198347107438,116.0,3.287603305785124,False,False,True,False
81.29,7.7,62.18,7.5,22.01,3,10,44.88,29.3,4.0044334975369456,57.900000000000006,3.063054187192118,True,False,False,False
82.69,9.3,50.81,6.8,21.53,2,7,52.49,24.7,4.4219251336898395,35.4,2.717112299465241,False,False,False,False
92.52,8.0,86.96,8.3,3.5,3,10,63.28,30.6,4.283333333333333,61.800000000000004,4.025925925925925,True,False,False,False
80.43,8.2,56.44,8.6,28.08,3,5,40.41,19.7,5.1229299363057335,44.099999999999994,3.594904458598726,False,True,False,False
85.24,7.7,77.46,6.1,25.14,4,9,68.08,33.7,3.3167315175097274,98.8,3.0140077821011673,False,False,True,False
88.93,8.9,69.53,7.2,7.97,3,9,64.44,29.0,4.234761904761905,60.0,3.310952380952381,True,False,False,False
85.92,8.6,78.49,6.5,19.04,4,11,62.27,32.1,3.887782805429864,84.4,3.551583710407239,True,False,False,False
88.13,10.0,24.53,9.0,28.95,1,5,33.69,9.4,16.32037037037037,4.4,4.542592592592593,False,True,False,False
81.95,9.3,40.11,9.0,21.41,2,5,35.31,15.9,6.88655462184874,21.8,3.3705882352941177,False,False,False,True
84.94,8.9,72.6,8.2,16.12,4,10,59.09,32.6,3.599152542372881,90.4,3.0762711864406773,False,False,False,False
85.17,8.3,77.23,8.4,13.23,4,8,50.11,26.8,4.301515151515152,75.2,3.9005050505050507,False,False,False,True
82.84,7.7,77.69,7.6,24.61,3,12,55.48,33.0,3.7654545454545456,63.0,3.5313636363636363,False,False,True,False
80.84,8.4,54.74,8.4,37.59,2,12,51.6,33.9,3.5301310043668126,43.8,2.3903930131004367,True,False,False,False
87.12,8.9,43.89,8.3,27.03,3,6,43.01,20.8,5.5139240506329115,44.400000000000006,2.7778481012658225,False,True,False,False
96.82,9.1,64.59,6.5,3.45,3,7,57.99,21.3,6.3281045751633975,42.900000000000006,4.2215686274509805,False,True,False,False
91.07,8.5,76.77,5.8,18.7,4,10,70.15,33.9,3.657429718875502,95.6,3.083132530120482,False,False,False,False
83.52,9.1,61.39,7.8,35.69,2,5,56.23,18.9,5.605369127516778,27.8,4.120134228187919,False,False,False,True
92.8,8.0,52.03,6.7,4.23,4,9,66.34,33.2,3.6825396825396823,96.8,2.06468253968254,False,False,False,False
77.34,7.4,82.88,6.2,39.56,6,16,70.96,47.7,2.365137614678899,190.2,2.5345565749235472,True,False,False,False
81.66,8.6,66.35,8.7,37.99,5,8,46.57,28.4,3.81588785046729,102.0,3.100467289719626,False,False,False,False
93.08,7.5,67.48,7.7,3.59,2,11,64.61,33.0,4.046956521739131,44.0,2.933913043478261,False,True,False,False
81.64,8.9,35.79,9.0,37.37,1,6,41.13,14.9,8.246464646464647,8.9,3.615151515151515,False,True,False,False
87.1,9.3,58.92,6.3,14.84,4,9,55.65,30.7,3.8370044052863435,86.8,2.595594713656388,False,False,True,False
76.57,7.0,88.1,5.8,33.87,6,16,63.9,50.0,2.1877142857142857,204.0,2.517142857142857,False,False,True,False
86.3,9.1,34.76,7.5,17.03,3,9,45.2,29.0,4.109523809523809,60.0,1.6552380952380952,True,False,False,False
92.24,8.2,56.18,6.6,17.91,4,9,56.2,29.2,4.350943396226415,80.8,2.65,False,False,False,True
85.01,8.2,62.49,4.4,25.55,4,11,57.27,32.3,3.812107623318386,85.2,2.8022421524663677,False,False,False,False
79.86,7.7,73.32,7.0,31.09,3,7,50.24,21.8,5.054430379746835,44.400000000000006,4.640506329113923,True,False,False,False
93.84,7.7,55.5,7.8,1.83,5,16,65.61,48.7,2.7845697329376855,163.5,1.6468842729970326,False,False,True,False
80.92,8.2,48.05,8.8,23.93,3,11,53.99,30.3,3.986206896551724,57.900000000000006,2.3669950738916254,False,False,False,False
96.3,6.6,90.94,5.6,7.88,6,13,78.12,42.3,3.178217821782178,175.8,3.001320132013201,False,False,True,False
91.42,7.7,67.44,7.1,14.17,5,9,63.9,29.2,4.312264150943396,101.0,3.181132075471698,False,False,False,False
92.09,8.7,33.76,9.0,14.24,1,7,47.07,24.2,5.059890109890111,17.2,1.854945054945055,False,False,False,True
84.71,8.0,42.62,9.0,19.03,3,10,45.7,30.2,3.995754716981132,60.599999999999994,2.010377358490566,True,False,False,False
89.28,8.0,90.94,7.8,13.7,3,9,66.74,29.4,4.17196261682243,61.199999999999996,4.249532710280374,False,False,False,False
96.72,8.8,34.76,9.0,4.74,2,9,49.65,21.9,6.958273381294964,25.8,2.5007194244604314,False,True,False,False
94.64,6.9,57.58,8.0,6.25,3,7,52.17,26.1,4.708457711442786,57.300000000000004,2.8646766169154225,False,True,False,False
94.05,7.1,59.11,6.5,1.82,4,10,63.42,36.7,3.395306859205776,106.8,2.1339350180505416,False,False,False,False
82.41,8.1,84.71,6.9,19.07,3,12,61.88,40.3,2.8126279863481227,84.9,2.891126279863481,False,False,False,False
81.08,8.1,77.53,7.3,38.2,5,15,61.8,42.6,2.834965034965035,138.0,2.7108391608391607,False,False,False,False
96.4,9.2,56.83,9.0,5.07,2,6,48.46,19.4,6.694444444444445,26.8,3.9465277777777774,False,True,False,False
79.88,9.8,24.59,9.0,37.88,1,2,21.84,7.8,11.74705882352941,5.8,3.6161764705882353,False,True,False,False
85.11,8.3,84.39,7.4,29.47,4,13,65.16,37.4,3.350787401574803,97.6,3.32244094488189,False,False,False,False
84.07,9.1,64.46,6.4,25.68,2,8,61.97,27.7,4.06135265700483,39.4,3.1140096618357487,False,False,True,False
84.94,8.2,91.24,6.1,25.99,4,13,72.19,38.7,3.1812734082397003,102.8,3.4172284644194755,False,False,True,False
79.84,8.9,55.25,6.5,33.16,3,5,50.49,19.3,5.218300653594771,42.900000000000006,3.611111111111111,False,False,False,True
88.97,9.3,70.18,8.3,4.72,3,7,57.69,24.8,4.732446808510638,53.400000000000006,3.7329787234042557,True,False,False,False
89.82,8.4,43.81,7.6,20.44,5,13,60.26,36.7,3.6364372469635624,118.5,1.773684210526316,False,False,True,False
80.57,9.3,64.98,7.6,28.04,2,8,47.8,20.7,5.881021897810219,25.4,4.743065693430657,False,True,False,False
81.04,7.3,58.59,6.4,23.68,5,15,60.64,46.1,2.5246105919003115,155.5,1.8252336448598132,False,False,True,False
82.91,8.4,47.32,7.9,33.39,4,10,48.8,30.1,3.929383886255924,80.4,2.242654028436019,False,False,False,True
97.52,7.9,34.53,7.6,3.35,2,7,43.96,25.9,4.900502512562814,37.8,1.7351758793969851,False,False,False,True
80.67,8.1,40.08,8.7,27.78,3,7,41.6,21.3,5.272549019607843,42.900000000000006,2.6196078431372545,True,False,False,False
84.35,7.3,50.22,7.6,21.59,5,12,43.56,35.3,3.4711934156378597,116.5,2.0666666666666664,False,False,True,False
